addr,date_time,name,num2_bed,num_scan,pid,region_big,region_small,tel,type
예천읍 군청앞길 16,2025-08-29 00:00:00,예천정형외과의원,0,8,923,경북,예천군,054-655-7585,의원
동성로1길 81,2025-10-14 00:00:00,후이비인후과의원,0,2,924,대구,중구,053-424-8815,의원
경북대로 379,2025-09-16 00:00:00,서울프라임치과의원,0,1,925,경북,안동시,054-859-2879,의원
부여읍 중앙로 8,2025-09-16 00:00:00,서울오치과의원,0,11,926,충남,부여군,041-835-2875,의원
남대천로 58,2025-09-16 00:00:00,하나플란트치과의원,0,7,927,충남,보령시,041-415-2874,의원
벌교읍 홍암로 10-1,2025-09-23 00:00:00,굿플랜치과의원,0,1,928,전남,보성군,061-857-6004,의원
삼향읍 남악3로 79,2025-09-23 00:00:00,남악치과의원,0,1,929,전남,무안군,061-287-2804,의원
완산구 용머리로 203,2025-09-23 00:00:00,융구강악안면외과치과의원,0,1,930,전북,전주시,063-282-7528,의원
맹동면 원중로 1428,2025-09-23 00:00:00,더퍼스트치과의원 음성점,0,10,931,충북,음성군,043-883-2080,의원
"새싹로22-1, 2,3층(부전동)",2025-09-30 00:00:00,도담외과의원,2,1,932,부산,진구,051-711-6119,의원
"구영로 100 (구영리,구영프라자) 302호",2025-09-30 00:00:00,성모이비인후과의원,2,3,933,울산,울주군,052-248-7585,의원
고창읍 고인돌대로 1765,2025-10-27 00:00:00,고창노인요양병원,199,6,934,전북,고창군,063-560-6100,의원
중앙로 56,2025-10-27 00:00:00,서울보다치과의원,0,1,935,전북,정읍시,063-700-7582,의원
안심뉴타운2로 77,2025-10-17 00:00:00,안심리더스요양병원,243,3,936,대구,동구,053-980-9800,요양병원
무학송로 143,2025-10-21 00:00:00,금정나라요양병원,270,6,937,부산,금정구,051-513-1284,요양병원
동매로 44번길 4(하단동),2025-10-21 00:00:00,부산노인전문제4병원,210,8,938,부산,사하구,051-202-1370,요양병원
"통일로 855-8, 5층",2025-10-27 00:00:00,네이처비뇨의학과의원(은평),0,1,939,서울,은평구,02-357-1500,의원
양천로 715,2025-10-27 00:00:00,더서밋요양병원,328,7,940,서울,강서구,02-3663-6786,요양병원
"토정로 195, 3~4층",2025-10-27 00:00:00,서강박치과의원,0,1,941,서울,마포구,02-718-6642,의원
"울림픽로 114, 7층",2025-10-27 00:00:00,삼성안과의원,2,2,942,서울,송파구,02-424-7523,의원
"은평로 170, 6~8층",2025-10-27 00:00:00,한국효요양병원,247,6,943,서울,은평구,02-357-0357,요양병원
"천호대로 1006, 1층",2025-10-27 00:00:00,천호이지함피부과의원,0,1,944,서울,강동구,02-485-9700,의원
"신공덕동15, 제일빌딩 2층 205호",2025-10-27 00:00:00,코넬비뇨기과의원,1,2,945,서울,마포구,02-718-7575,의원
"중앙로 251, 2층",2025-10-27 00:00:00,강승훈치과의원,0,2,946,서울,양천구,02-2608-9396,의원
"부곡중앙남 3길 2, 3층",2025-10-27 00:00:00,눈사랑안과의원,0,1,947,경기,의왕시,031-462-1717,의원
"장안구 경수대로 920, 4층",2025-10-27 00:00:00,더채움치과의원,0,1,948,경기,수원시,031-305-7528,의원
"성호대로 129, 6층",2025-10-27 00:00:00,공룡치과의원,16,5,949,경기,오산시,031-377-2879,의원
삼성로 8번길 4-20,2025-10-27 00:00:00,미라클요양병원,134,3,950,경기,군포시,031-393-5566,요양병원
영통구 매영로 229번길,2025-10-27 00:00:00,수원요양병원,540,8,951,경기,수원시,031-640-9900,요양병원
"광주대로 55번길 21, DH타워 10,14,15층",2025-10-27 00:00:00,더와이즈헬스케어의원,8,3,952,경기,광주시,1588-3327,의원
여흥로 109번길 15. 4층,2025-10-27 00:00:00,서울이비인후과의원,0,3,953,경기,여주시,031-885-7600,의원
"마사강변동로 95, 3층 3032호",2025-10-27 00:00:00,퍼스트치과의원,0,1,954,경기,하남시,031-8027-2515,의원
"미사강변동로 73, 508~512호",2025-10-27 00:00:00,미사연세이비인후과의원,1,1,955,경기,하남시,031-794-2460,의원
중앙로 218,2025-10-27 00:00:00,동해요양병원,215,7,956,강원,동해시,033-531-2500,요양병원
동부로 150,2025-10-29 00:00:00,대전동부요양병원,242,5,957,대전,동구,070-4675-3714,요양병원
대종로 437,2025-10-29 00:00:00,백세요양병원,196,8,958,대전,동구,042-226-0101,요양병원
남부로 138,2025-10-29 00:00:00,아인요양병원,199,5,959,충남,당진시,041-351-5000,요양병원
북문대로 18,2025-11-13 00:00:00,천사요양병원,298,5,960,광주,북구,062-522-5004,요양병원
동문대로 115,2025-11-13 00:00:00,고운빛안과의원,0,1,961,광주,북구,062-268-8883,의원
빛고을대로 466,2025-11-13 00:00:00,탑팀재활의학과의원,0,6,962,광주,북구,062-974-9191,의원
첨단중앙로170번길 54,2025-11-13 00:00:00,장정환외과의원,0,1,963,광주,광산구,062-971-5570,의원
강진읍 영랑로2길 17,2025-11-13 00:00:00,강진치과의원,0,1,964,전남,강진군,061-432-9277,의원
영광읍 신남로 178,2025-11-13 00:00:00,조광섭치과의원,0,1,965,전남,영광군,061-353-2888,의원
금천면 영산로 5891-9,2025-11-13 00:00:00,나주효사랑요양병원,784,7,966,전남,나주시,061-330-1700,요양병원
압해읍 구항길 92-50,2025-11-13 00:00:00,신안군공립요양병원,76,2,967,전남,신안군,061-260-2700,요양병원
"열우물로 235, 2~5층",2025-11-13 00:00:00,청담요양병원,296,3,968,인천,서구,032-546-8255,요양병원
고포읍 장차로 5번길 5-17,2025-11-13 00:00:00,김포서울대효요양병원,217,4,969,경기,김포시,031-988-8275,요양병원
"시루봉로 310, 화성빌딩",2025-11-14 00:00:00,팔팔요양병원,233,5,970,서울,도봉구,02-3492-0888,요양병원
"사하로 200, 6층",2025-11-19 00:00:00,탑정형외과의원,1,5,971,부산,사하구,051-987-0123,의원
신재로 24번길 91,2025-11-19 00:00:00,청하요양병원,299,7,972,경북,영주시,054-630-9900,요양병원
돋질로 146(달동),2025-11-19 00:00:00,달동길메리요양병원,195,11,973,울산,남구,052-996-0030,요양병원
동남구 삼룡천 3길10(구성동),2026-01-16 00:00:00,천안요양병원,238,6,974,충남,천안시,041-569-5533,요양병원
웅진로 209(산성동),2026-01-16 00:00:00,우리안과의원,0,1,975,충남,공주시,041-855-9797,의원
"한누리대로 265, 명동프라자 603-607호(나성동)",2026-02-09 00:00:00,서울봄빛안과의원,0,1,976,세종,세종시,044-865-1400,의원
동남구 중앙로 92(원성동),2026-01-16 00:00:00,천안김안과천안역본점의원,8,3,977,충남,천안시,070-5147-1615,의원
"서북구 불당33길 34, 2층 (불당동)",2026-01-16 00:00:00,천안리더스신경외과의원,0,4,978,충남,천안시,041-551-7582,의원
덕양구 토당로 67번길 2 (토당동),2025-12-04 00:00:00,새찬요양병원,199,4,979,경기,고양시,031-979-2119,요양병원
"양평읍 양근로 188, 3~5층",2025-12-04 00:00:00,양평루트치과의원,0,1,980,경기,양평군,031-775-2875,의원
"중앙로 86, 4층 (중앙동, 세븐스타빌딩)",2025-12-04 00:00:00,연세민내과의원,7,5,981,강원,원주시,033-733-7582,의원
"봉화로 31, 2층 (단계동)",2025-12-04 00:00:00,원주치과의원,0,2,982,강원,원주시,033-734-2875,의원
"양양읍 양양로 15, 2층",2025-12-04 00:00:00,서울원치과의원,0,1,983,강원,양양군,033-850-8228,의원
"중앙로 229, 2층 (천곡동)",2025-12-04 00:00:00,이연수내과의원,0,6,984,강원,동해시,033-532-4600,의원
"청운1길 51, 2층 (쇄운동)",2025-12-04 00:00:00,이이비인후과의원,0,2,985,강원,동해시,033-535-1616,의원
"논고개로 87, 401~407호 (논현동, 논현메디스타워)",2025-12-04 00:00:00,논현새로운내과의원,0,5,986,인천,남동구,032-424-3334,의원
"경인로 594, 2~4층 (간석동)",2025-12-04 00:00:00,삼성성심의원,0,7,987,인천,남동구,032-424-1007,의원
"이음1로 377, 5층 (원당동, 검단 눈담봄 101)",2025-12-04 00:00:00,인천퍼스트안과,2,1,988,인천,서구,032-562-3888,의원
"장제로 808, 201호 (계산동)",2025-12-04 00:00:00,일등치과의원,0,1,989,인천,계양구,032-555-2822,의원
"석정로 391, 3층 (주안동)",2025-12-04 00:00:00,주안속튼튼내과의원,0,3,990,인천,미추홀구,032-710-0877,의원
"통일로 135, 충정빌딩 2층 1호 (냉천동)",2025-12-08 00:00:00,경희궁삼성마취통증의학과의원,0,4,991,서울,서대문구,02-6351-7979,의원
"목동로 203, 4층 401호 (신정동)",2025-12-08 00:00:00,목동서울청내과의원,0,1,992,서울,양천구,02-2607-2607,의원
"시흥대로 576, 4층 (신림동)",2025-12-08 00:00:00,데오플란트치과의원,0,2,993,서울,관악구,02-3281-7528,의원
"서초대로 2, 이수파이브 5층 (방배동)",2025-12-08 00:00:00,메가비뇨의학과의원(이수),0,1,994,서울,서초구,02-525-7979,의원
"호암로 605, 1~3층 (신림동)",2025-12-18 00:00:00,백세튼튼정형외과의원,0,5,995,서울,관악구,02-876-7575,의원
"선릉로90길 10,  제BB 202호 (대치동)",2025-12-08 00:00:00,서울나무치과의원,0,1,996,서울,강남구,02-2274-1175,의원
방배천로2길 22 (방배동),2025-12-08 00:00:00,서초프라임요양병원,224,8,997,서울,서초구,02-588-7575,요양병원
"동일로 1363, 4층 (상계동, 명지프라자빌딩)",2025-12-08 00:00:00,달라스치과의원,0,2,998,서울,노원구,02-931-5165,의원
"지봉로 29, 401호 (창신동)",2025-12-08 00:00:00,사과나무치과의원,0,2,999,서울,종로구,02-762-4080,의원
"마들로13길 61, 5층 501-1,501-6~8호 (창동)",2025-12-08 00:00:00,아프로치과의원,0,3,1000,서울,도봉구,02-6431-2875,의원
호법면 덕평로 224,2025-12-08 00:00:00,양지요양병원,169,6,1001,경기,이천시,031-637-8844,요양병원
"이섭대천로 1212, 2층 (창전동, 서울메디칼빌딩)",2025-12-08 00:00:00,조안과의원,0,1,1002,경기,이천시,031-633-8554,의원
감곡면 장감로 125번길6,2025-12-11 00:00:00,새한정형외과의원,26,2,1003,충북,음성군,043-882-4555,의원
문화로 194,2025-12-19 00:00:00,최선정형외과의원,29,4,1004,전남,나주시,061-335-2300,의원
북구 새천년대로 713,2025-12-19 00:00:00,다솜의원,0,11,1005,경북,포항시,054-232-7855,의원
구미대로 409,2025-12-19 00:00:00,강민연합치과의원,0,1,1006,경북,구미시,054-463-2828,의원
용두천로 333,2025-12-19 00:00:00,솔트의료재단 예성요양병원,120,3,1007,충북,제천시,043-653-7700,요양병원
"서창로 170-1, 2층 202호(삼호동, 메디칼센터)",2025-12-24 00:00:00,이재호내과의원,0,4,1008,경남,양산시,055-364-8807,의원
"원미구 길주로 235, 6층(중동)",2026-02-06 00:00:00,허균흉부외과의원,6,1,1009,경기,부천시,032-323-2119,의원
"인제로 163, 3층",2026-01-16 00:00:00,동김해내과의원,0,4,1010,경남,김해시,055-336-2920,의원
"중앙로 337, 2층",2026-02-09 00:00:00,연세제일안과의원,0,1,1011,제주,제주시,064-727-2700,의원
진해구 충장로 128,2026-01-16 00:00:00,밝은힐링안과의원,2,1,1012,경남,창원시,055-545-9100,의원
"영덕읍 덕곡길, 2층",2026-02-06 00:00:00,송치과의원,0,1,1013,경북,영덕군,054-733-2875,의원
달구벌대로 1814,2026-02-06 00:00:00,경일신경과내과의원,3,5,1014,대구,달서구,053-652-2525,의원
봉계1길 56(칠금동),2026-02-06 00:00:00,다솜연합치과의원,0,1,1015,충북,충주시,043-848-7528,의원
"통복시장2로 39번길 17, 1층",2026-02-09 00:00:00,더청담마취통증의학과의원,0,6,1016,경기,평택시,031-656-1470,의원
"권선구 금호로 226, 3층",2026-02-09 00:00:00,아산탑내과의원,0,2,1017,경기,수원시,031-294-5400,의원
"만안구 안양로 307, 7층 8층",2026-02-09 00:00:00,밝음나눔안과의원(안양),2,1,1018,경기,안양시,031-360-7542,의원
"봉은사로 107, 2층",2026-02-09 00:00:00,스탠탑비뇨의학과의원,6,2,1019,서울,강남구,1522-7589,의원
금강로72,2026-02-09 00:00:00,연세조안과의원,0,1,1020,강원,춘천시,033-243-0309,의원
춘천로 527-34,2026-02-09 00:00:00,춘천요양병원,299,6,1021,강원,춘천시,033-260-7114,요양병원
