addr1,addr2,date_time,fax,latitude,longitude,name,pid,region_big,region_small,tel,type,use_yn,zipcd
부산시 중구," 비프광장로 40, B-501호",2023-12-01 00:00:00,051-248-2822,35.09823309,129.028896,애플치과의원,634,구,부산,051-248-2828,의원,Y,48953
부산시 북구,시랑로 12(구포동),2023-12-15 00:00:00,051-342-1991,35.2046,129.0041,김호일정형외과의원,635,구,부산,051-342-3355,의원,Y,46642
경남 김해시,김해대로 1814-37,2023-12-18 00:00:00,055-330-0345,35.2623,128.8617,조은금강병원,636,시,경남,055-330-0319,종합병원,Y,50880
충남 보령시,"명천중앙길 8, 104호",2024-01-01 00:00:00,041-931-2389,36.344,126.6001,푸른정형외과의원,637,시,충남,041-931-2386,의원,Y,33471
충남 아산시,배방읍 모산로 181,2024-01-01 00:00:00,041-411-1046,36.7757,127.0629,큰나무정형외과의원,638,시,충남,041-543-8275,의원,Y,31482
경북 칠곡군,석적읍 강변대로 2288,2024-01-04 00:00:00,054-977-4502,36.0756,128.3943,더속편한내과의원,639,군,경북,054-977-4500,의원,Y,39841
대구시 수성구,수성구 동대구로 86,2024-01-01 00:00:00,053-764-1193,35.8379,128.6247,에스신경외과의원,640,구,대구,053-764-1192,의원,Y,42176
대구시 달성군,화원읍 비슬로 2463,2024-01-01 00:00:00,053-710-7811,35.7982,128.4877,더퍼스트병원,641,군,대구,053-710-8211,병원,Y,42945
경북 고령군,다산면 다산로 701,2024-01-01 00:00:00,054-954-9910,35.8254,128.4522,하하정형외과의원,642,군,경북,054-954-9911,의원,Y,40109
경기도 김포시,"김포한강4로 525, 감두리빌딩 4층",2023-12-29 00:00:00,031-981-6053,37.6457,126.6254,퍼스트내과의원,643,시,경기,031-981-6051,의원,Y,10071
인천시 미추홀구,"석정로 391, 뉴글로벌빌딩 2층",2023-12-29 00:00:00,032-872-8286,37.4672,126.679,주안성모이비인후과의원,644,구,인천,032-872-8281,의원,Y,22126
인천시 계양구," 장제로 871 셀마파빌딩 3,4층",2023-12-29 00:00:00,032-541-6768,37.545,126.7381,마음속내과의원,645,구,인천,032-541-6767,의원,Y,21034
인천시 부평구,"부평대로 19-1, 2층",2023-12-29 00:00:00,032-330-2276,37.4931,126.7226,원더이비인후과의원,646,구,인천,032-330-2275,의원,Y,21389
인천시 남동구,"구월남로 172, 3층 301호",2023-12-29 00:00:00,032-466-1904,37.4527,126.7085,꽃보다이비인후과의원,647,구,인천,032-465-1904,의원,Y,21565
서울시 강동구," 천호대로 1015(천호동, 성보빌딩 10층)",2024-01-01 00:00:00,,37.5385,127.1251,탑비뇨기과의원,648,구,서울,02-478-0100,의원,Y,05328
서울시 송파구,"송파대로 562(신천동, 3층)",2024-01-01 00:00:00,,37.5153,127.0996,잠실서울비뇨의학과의원,649,구,서울,02-425-0010,의원,Y,05510
서울시 광진구,"자양로 95, 801호(자양동)",2024-01-01 00:00:00,,37.5362,127.0832,연세안안과의원,650,구,서울,02-446-6675,의원,Y,05055
강원도 원주시,흥업면 남원로 57,2024-01-01 00:00:00,,37.3015,127.9192,원주연세의원,651,시,강원,033-766-7881,의원,Y,26403
강원도 동해시,청운1길 48 2층,2024-01-01 00:00:00,033-522-6637,37.4858,129.1085,동해제일내과의원,652,시,강원,033-522-6638,의원,Y,25809
강원도 삼척시,남양동 55-63,2024-01-01 00:00:00,,37.4415,129.1644,신준호의원,653,시,강원,033-575-0018,의원,Y,25920
강원도 태백시,황지로 169(황지동),2024-01-01 00:00:00,,37.1734,128.991,태백밝은안과의원,654,시,강원,033-554-0071,의원,Y,26008
강원도 정선군,정선읍 봉양6길 14,2024-01-01 00:00:00,033-563-7780,37.3789,128.664,정선연세외과의원,655,군,강원,033-563-7778,의원,Y,26130
경기도 성남시,중원구 산성대로 380(5층),2024-01-01 00:00:00,031-748-1110,37.4457,127.1578,수서울내과의원,656,시,경기,031-748-1112,의원,Y,13179
강원도 춘천시,금강로 69(4층),2024-01-01 00:00:00,,37.8791,127.7293,연세플러스비뇨기과의원,657,시,강원,033-243-6400,의원,Y,24352
광주시 남구,제석로 110,2024-02-01 00:00:00,062-671-6677,35.1242,126.9076,킹덤치과의원,658,구,광주,062-671-4400,의원,Y,61702
전남 화순군,화순읍 중앙로 69,2024-02-01 00:00:00,061-373-7576,35.0612,126.9893,화순고인돌정형외과의원,659,군,전남,061-373-7575,의원,Y,58118
전남 강진군,강진읍 평동2길 30,2024-02-01 00:00:00,061-434-7988,34.638,126.768,강진88정형외과의원,660,군,전남,061-433-8899,의원,Y,59234
전남 장흥군,장흥읍 중앙로1길 13,2024-02-01 00:00:00,061-846-8275,34.6778,126.9101,장흥성심의원,661,군,전남,061-836-5903,의원,Y,59324
전남 해남군,해남읍 천변1길 8,2024-02-01 00:00:00,061-536-3839,34.5693,126.5983,김만중내과의원,662,군,전남,061-536-3737,의원,Y,59040
충남 금산군,"금산읍 금산로 1491, 2층",2024-01-01 00:00:00,041-753-1175,36.1068,127.4893,속편한내과의원,663,군,충남,041-753-5575,의원,Y,32736
경기도 부천시,부흥로 377,2024-01-15 00:00:00,032-661-3103,37.4919,126.7835,대성안과의원,664,시,경기,032-661-3100,의원,Y,14578
경기도 의정부시,"시민로 39, 3층",2024-02-01 00:00:00,031-847-8874,37.7385,127.0395,요한비뇨기과의원,665,시,경기,031-855-8822,의원,Y,11673
경기도 안성시,"아양1로 61, 폴리프라자1 3층",2024-02-01 00:00:00,031-671-7576,37.0076,127.2594,더편한장내과의원,666,시,경기,031-671-7575,의원,Y,17577
경기도 파주시,"책향기로 836, 아름터타워 3층",2024-02-01 00:00:00,031-855-8824,37.7292,126.7638,연세탄탄정형외과의원,667,시,경기,031-939-1004,의원,Y,10896
경기도 의정부시,태평로 73번길 55,2024-02-01 00:00:00,,37.7388,127.0485,서울신세계안과의원,668,시,경기,1599-7397,의원,Y,11695
강원도 고성군,간성읍 간성로 40,2024-02-01 00:00:00,033-681-8275,38.3791,128.4724,고성제일의원,669,군,강원,033-681-7582,의원,Y,24734
경기도 남양주시,수동면 외방로 172번길 50,2024-02-01 00:00:00,031-590-5010,37.7382,127.3095,경기도립노인전문 남양주병원,670,시,경기,031-590-5000,요양병원,Y,12025
서울시 강남구," 강남대로 376, 12층",2024-02-01 00:00:00,02-565-8258,37.4965,127.0287,강남서울엔비뇨기과의원,671,구,서울,02-553-8258,의원,Y,06232
서울시 강남구," 언주로 174길 26, 남강빌딩 2층",2024-02-01 00:00:00,02-518-0383,37.528,127.0359,허준원엠디피부과의원,672,구,서울,02-518-0382,의원,Y,06017
경기도 양평군,양평읍 시민로 29,2024-02-01 00:00:00,031-774-8275,37.4903,127.4947,푸른정형외과의원,673,군,경기,031-774-7582,의원,Y,12557
경기도 고양시,"일산동구 강석로 113, 2층",2024-02-01 00:00:00,031-926-3558,37.6509,126.7794,일산연세참비뇨의학과의원,674,시,경기,031-927-9276,의원,Y,10414
서울시 종로구,"자하문로 58, 3층",2024-02-01 00:00:00,02-734-5135,37.5812,126.9712,곽내과의원,675,구,서울,02-735-5135,의원,Y,03043
경기도 수원시,권선구 경수대로 321,2024-02-01 00:00:00,031-237-8262,37.2555,127.0211,한마음외과의원,676,시,경기,031-235-7766,의원,Y,16580
경기도 안양시,"동안구 시민대로 206, 4,5층",2024-02-01 00:00:00,031-387-7586,37.3917,126.9538,평촌범계연세바로걷는의원,677,시,경기,031-387-7585,의원,Y,16072
경기도 남양주시,"진접읍 해밀예당1로 30, 센타프라자 6층",2024-02-01 00:00:00,031-571-0550,37.7118,127.1864,이룸이비인후과의원,678,시,경기,031-571-5075,의원,Y,12066
경기도 시흥시,"능곡번영길 30, 3층",2024-02-01 00:00:00,,37.3704,126.8064,김철수내과의원,679,시,경기,031-503-0872,의원,Y,14999
부산시 사상구,낙동대로 786 애진빌딩 6층,2024-02-01 00:00:00,051-715-3302,35.1307,128.9722,부산신경외과의원,680,구,부산,051-715-3301,의원,Y,46642
제주도 서귀포시,"표선면 표선중앙로 86, 2층",2024-02-01 00:00:00,064-787-6781,33.3257,126.8331,해비치의원,681,시,제주,064-787-6780,의원,Y,63629
부산시 해운대구,"세실로 43, 301호",2024-02-15 00:00:00,051-704-0371,35.1688,129.1785,신세기이비인후과의원,682,구,부산,051-704-0370,의원,Y,48111
광주시 북구,서암대로 187,2024-03-01 00:00:00,062-510-2003,35.1688,126.9047,에이치메디컬의원,683,구,광주,062-510-2003,의원,Y,61219
제주도 서귀포시,대정읍 하모상가로 49,2024-02-15 00:00:00,064-792-8887,33.2221,126.254,서울삼성재활의학과의원,684,시,제주,064-792-8887,의원,Y,63508
인천시 중구,"하늘중앙로 193, 조양타워 6,7층",2024-02-26 00:00:00,032-752-1321,37.49035863,126.5606598,하늘정형외과의원,685,구,인천,032-747-1321,의원,Y,22397
충남 논산시, 해월로 178(반월동),2024-03-01 00:00:00,041-734-5542,36.2054,127.0863,김현장외과의원,686,시,충남,041-734-5544,의원,Y,32969
대구시 달서구,월배로 219,2024-03-15 00:00:00,053-642-7595,35.8191,128.5372,수연합내과의원,687,구,대구,053-642-7575,의원,Y,42781
경기도 고양시,"덕양구 백양로 51, 네이버타운 301호",2024-04-01 00:00:00,031-979-0872,37.6303,126.8332,이움내과의원,688,구,경기,031-979-0875,의원,Y,10503
경남 양산시,신기로 28(신기동),2024-04-11 00:00:00,055-388-1592,35.3532,129.0436,베데스다복음병원,689,시,경남,055-781-9708,종합병원,Y,50576
대구시 북구,학정로 419,2024-04-22 00:00:00,053-322-0077,35.9421,128.5631,새강북연합정형외과의원,690,구,대구,053-324-7575,의원,Y,41423
경북 포항시,남구 대이로 109,2024-04-22 00:00:00,054-254-1214,36.0249,129.3407,제일좋은내과의원,691,시,경북,054-254-1212,의원,Y,37678
강원도 철원군,"동송읍 금학로 215, 2층",2024-05-01 00:00:00,050-5130-1188,38.2077,127.2177,동송제일정형외과의원,692,군,강원,033-458-1188,의원,Y,24014
강원도 홍천군,"홍천읍 홍천로 316, 4~5층",2024-05-01 00:00:00,033-439-9900,37.6882,127.8804,윤성일정형외과의원,693,군,강원,033-439-9999,의원,Y,25139
서울시 강서구,"강서로 179, 6~10층",2024-05-01 00:00:00,5404)292-2877,37.5423,126.8391,서울원병원,694,구,서울,1544-5888,병원,Y,07714
부산시 중구,구덕로 90 서라벌빌딩 5층,2024-06-01 00:00:00,051-806-7688,35.0975,129.026,BS삼성안과의원,695,시,부산,051-808-7688,의원,Y,48981
경남 양산시,"덕계로 61 태광프라자 2,3층",2024-06-01 00:00:00,055-785-5889,35.3737,129.1504,더바른내과의원,696,시,경남,055-785-5888,의원,Y,50554
경기도 고양시,"일산서구 일현로 97-11, 1층",2024-06-01 00:00:00,031-924-3127,37.696,126.7643,일산미래내과의원,697,시,경기,1544-7517,의원,Y,10242
부산시 해운대구,해운대로 469번가길 77,2024-07-01 00:00:00,051-780-5558,35.1682,129.1475,부산노인전문제3병원,698,시,부산,051-780-5557,요양병원,Y,48064
전북 부안군,행안면 염소로 25,2024-08-01 00:00:00,063-580-7272,35.7305,126.7213,부안효요양병원,699,군,전북,063-580-7337,요양병원,Y,56303
전북 고창군,고창읍 보릿골로 115,2024-08-01 00:00:00,063-923-9878,35.4357,126.6953,플란트유치과의원,700,군,전북,063-923-9877,의원,Y,56436
경남 진주시,관문로4 율곡스퀘어프런티어2 4층,2024-07-08 00:00:00,055-753-3535,35.1521,128.1178,진주역전이비인후과의원,701,시,경남,055-759-3535,의원,Y,52860
경남 진주시,진주대로 888 아이비타워 5층,2024-07-08 00:00:00,070-8228-1010,35.1798,128.0911,밝은삼성안과의원,702,시,경남,055-795-1700,의원,Y,52725
전남 무안군,삼향읍 남악로 250번길 59-30,2024-08-01 00:00:00,061-288-5505,34.803,126.4714,시그니티요양병원,703,군,전남,061-288-5504,요양병원,Y,56303
부산시 남구,유엔평화로 4 갤러리메디타워 5-6층,2024-07-15 00:00:00,051-711-7513,35.1349,129.0917,센텀카이스트재활의학과의원,704,시,부산,051-711-7512,의원,Y,48492
부산시 영도구,동삼로 56 한나타워 2층,2024-07-15 00:00:00,051-711-7513,35.0785,129.0708,오션이비인후과의원,705,시,부산,051-405-1004,의원,Y,49101
부산시 사상구,"낙동대로 786, 애진빌딩 502호",2024-07-15 00:00:00,051-323-2481,35.1308,128.9721,맑은유비뇨기과의원,706,시,부산,051-324-2481,의원,Y,47039
부산시 북구,만덕대로 24(덕천동),2024-07-15 00:00:00,051-711-3306,35.2104,129.0077,서울아산이비인후과의원,707,구,부산,051-711-3323,의원,Y,46576
경북 구미시,구미대로 409,2024-07-16 00:00:00,054-457-1900,36.1261,128.3385,마디와신경외과의원,708,시,경북,054-457-1800,의원,Y,39227
경북 청도군,청도읍 청화로 154,2024-07-16 00:00:00,054-371-0074,35.6437,128.7426,속튼튼의원,709,군,경북,054-371-0075,의원,Y,38344
대구시 북구,동북로 244,2024-07-16 00:00:00,053-957-4886,35.8954,128.6174,브이웰마취통증의학과의원,710,구,대구,053-956-4886,의원,Y,41562
인천시 중구,"하늘달빛로 94, 스타타워 301~3호",2024-07-17 00:00:00,032-752-2389,37.4872,126.5574,장튼튼내과의원,711,구,인천,032-752-2388,의원,Y,22402
제주도 제주시,"조천읍 함덕 13길 1 2,3층",2024-07-22 00:00:00,064-782-8276,33.5416,126.6676,서울아산정형외과의원,712,시,제주,064-782-8275,의원,Y,63333
제주도 서귀포시,일주동로 8614 2층,2024-07-22 00:00:00,064-763-2275,33.2549,126.5679,연합치과의원,713,시,제주,064-762-2275,의원,Y,63588
경남 양산시,덕계로 22,2024-08-01 00:00:00,055-364-5502,35.3703,129.1486,이진정형외과의원,714,시,경남,055-364-5511,의원,Y,50554
부산시 동구,중앙대로 233,2024-08-01 00:00:00,051-966-7802,35.1181,129.0407,한빛내과의원,715,구,부산,051-966-7800,의원,Y,48815
부산시 금정구,"중앙대로 2101, 2층",2024-08-01 00:00:00,051-583-5533,35.2718,129.0924,위드유이비인과의원,716,구,부산,051-583-7300,의원,Y,46219
경북 안동시,남후면 남일로 1463,2024-08-01 00:00:00,054-851-6404,36.5235,128.6893,경북도립안동노인전문요양병원,717,시,경북,054-851-6110,요양병원,Y,36755
경북 예천군,예천읍 중앙로 42,2024-08-01 00:00:00,054-652-3409,36.6564,128.4559,서울삼성내과의원,718,군,경북,054-652-3410,의원,Y,36820
경북 문경시,점촌로 23,2024-08-01 00:00:00,054-544-1117,36.5969,128.2001,삼성안과의원,719,시,경북,054-554-1119,의원,Y,36971
대구시 동구,아양로 81,2024-08-01 00:00:00,053-955-7900,35.8833,128.6229,라임비뇨기과의원,720,시,대구,053-955-7600,의원,Y,41198
경북 경산시,하양읍 서사도리 9로 27,2024-08-01 00:00:00,053-851-7580,35.9165,128.8126,새하양정형외과의원,721,시,경북,053-851-7585,의원,Y,38699
경북 울진군,울진읍 울진중앙로 120,2024-08-01 00:00:00,054-783-2550,36.9923,129.4014,민치과의원,722,군,경북,054-783-0050,의원,Y,36325
인천시 연수구,"독배로 409번길 11, 효명프라자 304~5호",2024-08-01 00:00:00,070-7547-6649,37.4276,126.6458,눈애안과의원,723,구,인천,032-716-6647,의원,Y,21949
인천시 연수구,"용담로 153, 대동월드스포츠센터 203호",2024-08-01 00:00:00,032-719-9965,37.4135,126.6826,연수리더스내과의원,724,구,인천,032-719-9988,의원,Y,21930
경남 밀양시,석정로 7-1,2024-08-12 00:00:00,055-352-0220,35.4915,128.753,우안과의원,725,시,경남,055-355-2112,의원,Y,50430
경남 함안군,원서로 10,2024-08-12 00:00:00,055-586-0502,35.3082,128.5184,보람가정의학과의원,726,군,경남,055-586-0501,의원,Y,52017
서울시 구로구,고척로21나길 88-41,2024-08-01 00:00:00,02-3666-5523,37.5029,126.8412,미소들노인전문병원,727,구,서울,02-3666-1114,요양병원,Y,08250
서울시 강남구,"테헤란로 146, 현익빌딩 5층",2024-08-01 00:00:00,02-2088-2675,37.5,127.0354,화이팅정형외과의원,728,구,서울,02-2088-2075,의원,Y,06236
서울시 구로구,"새말로 89, 태영빌딩 202호",2024-08-01 00:00:00,,37.5058,126.8896,신도림하나이비인후과의원,729,구,서울,02-859-5011,의원,Y,08288
경기도 남양주시,"늘을2로 14번길 5, 샤르망메디칼프라자 401호",2024-08-01 00:00:00,031-593-2879,37.6541,127.2446,다모아치과의원,730,시,경기,031-593-2879,의원,Y,12150
경기도 평택시,"지산로 64, 1~5층",2024-08-01 00:00:00,031-664-8275,37.0797,127.0621,건강드림내과의원,731,시,경기,031-666-8275,의원,Y,17763
강원도 강릉시,"경강로 2079, 2~5층",2024-08-01 00:00:00,033-641-3970,37.754,128.8945,우리들내과의원,732,시,강원,033-610-1500,의원,Y,25533
강원도 동해시,"한섬로 111-7, 3층",2024-08-01 00:00:00,,37.5222,129.1153,누가이비인후과의원,733,시,강원,033-535-3600,의원,Y,25769
전남 목포시,비파로 106,2024-09-01 00:00:00,061-283-4075,34.8075,126.4241,서울안과의원,734,시,전남,061-283-3075,의원,Y,58662
전남 목포시,하당로 153번길 14,2024-09-01 00:00:00,061-280-8199,34.8056,126.4142,동서재활의학과의원,735,시,전남,061-280-8113,의원,Y,58667
전남 함평군,내바람길 42,2024-09-01 00:00:00,061-894-7529,35.0625,126.5211,하나로플란트치과의원,736,군,전남,061-894-7528,의원,Y,57153
전남 영광군,옥당로 155,2024-09-01 00:00:00,061-351-0125,35.2758,126.5008,복음내과의원,737,군,전남,061-351-0124,의원,Y,57041
전남 여수시,좌수영로 25,2024-09-01 00:00:00,061-665-1091,34.7428,127.7278,밝은여수안과,738,시,전남,061-665-1090,의원,Y,59750
부산시 해운대구,센텀남대로 50,2024-08-12 00:00:00,051-920-7582,35.1681,129.1313,센텀소중한눈안과의원,739,구,부산,051-920-7788,의원,Y,48060
부산시 동래구,반송로 325(명장동),2024-08-12 00:00:00,051-710-3259,35.2085,129.1032,윤재웅신경외과의원,740,구,부산,051-710-3256,의원,Y,47765
부산시 동래구,명륜로 103번길 19,2024-08-12 00:00:00,051-558-1020,35.2029,129.082,청춘안과의원,741,구,부산,051-558-1070,의원,Y,47738
전북 익산시,황등면 황등서로 4,2024-09-01 00:00:00,063-852-3320,36.0046,126.9445,이기훈내과의원,742,시,전북,063-852-3321,의원,Y,54533
전북 김제시,동서로 259,2024-09-01 00:00:00,063-542-4566,35.8042,126.8953,양춘호치과의원,743,시,전북,063-542-4567,의원,Y,54379
부산 기장군,일광읍 해빛6로 85-16,2024-08-19 00:00:00,051-624-6775,35.2654,129.2265,바르다마취통증의학과의원,744,군,부산,051-724-6768,의원,Y,46048
대구시 서구,원대로 33,2024-08-19 00:00:00,053-525-7583,35.8806,128.5802,경대믿음정형외과의원,745,구,대구,053-525-7582,의원,Y,41732
대구시 달서구,달구벌대로 1525,2024-08-19 00:00:00,053-552-2527,35.8501,128.5339,비앤비뇨의학과의원,746,구,대구,053-552-2525,의원,Y,42633
대구시 달성군,구지면 과학마을로 42,2024-08-19 00:00:00,053-615-6665,35.6556,128.418,구지척앤본신경외과의원,747,구,대구,053-615-6666,의원,Y,43008
경북 칠곡군,왜관읍 중앙로 159,2024-08-19 00:00:00,054-975-7582,35.9891,128.3993,우리삼성안과의원,748,군,경북,054-975-7582,의원,Y,42122
대구시 수성구,수성로 353,2024-08-19 00:00:00,053-784-9987,35.8571,128.6135,9988정형외과의원,749,구,대구,053-784-9988,의원,Y,39895
광주시 서구,마륵복개로 91,2024-09-01 00:00:00,062-384-8876,35.1457,126.8493,상무탑정형외과의원,750,구,광주,062-384-8875,의원,Y,67998
전남 화순군,화순읍 칠충로 141-7,2024-09-01 00:00:00,,35.0611,126.9825,화순튼튼마취통증의학과의원,751,군,전남,061-372-7522,의원,Y,58120
전남 해남군,남부순환로 5,2024-09-01 00:00:00,061-535-8279,34.5705,126.6074,서울탑마취통증의학과의원,752,군,전남,061-537-0999,의원,Y,59038
전남 완도군,완도읍 개포로 130번길 17,2024-09-01 00:00:00,061-555-2005,34.3189,126.7447,임태진내과의원,753,군,전남,061-555-2005,의원,Y,59114
전남 화순군,화순읍 덕음로 999,2024-09-01 00:00:00,061-900-1163,35.0491,126.9851,전남제일요양병원,754,군,전남,061-900-1166,요양병원,Y,58140
전북 완주군,삼례읍 삼봉중앙로 9,2024-09-01 00:00:00,063-263-8276,35.922,127.1237,삼봉이치과의원,755,군,전북,063-263-8275,의원,Y,55334
전북 임실군,임실읍 봉황로 203,2024-09-01 00:00:00,063-644-2401,35.6181,127.2829,다사랑의원,756,군,전북,063-644-2400,의원,Y,55925
경북 영주시,중앙로 78,2024-09-02 00:00:00,054-632-2875,36.8221,128.6247,권오연치과의원,757,시,경북,054-636-0248,의원,Y,36085
경북 경주시,원효로 51번길 12,2024-09-02 00:00:00,054-772-9008,35.8433,129.2066,나득영심혈내과의원,758,시,경북,054-772-9007,의원,Y,38156
경남 거제시,거제중앙로 25길 4 유신빌딩 3층,2024-09-02 00:00:00,055-636-7346,34.8884,128.6229,정안과의원,759,시,경남,055-636-7345,의원,Y,53253
인천시 동구,"송현로 1, 송현프라자 401호",2024-08-19 00:00:00,032-765-5681,37.477,126.6334,동인천내과의원,760,구,인천,032-765-5676,의원,Y,21949
충북 음성군,대소면 오태로 175,2024-08-19 00:00:00,043-883-8840,36.9665,127.4942,서울연합의원,761,군,충북,043-883-2700,의원,Y,27666
대전시 서구,계룡로 491번길 8,2024-09-01 00:00:00,042-478-9922,36.3456,127.3804,대전참사랑요양병원,762,구,대전,070-4292-6554,요양병원,Y,35235
대전시 서구,도산로 286,2024-09-01 00:00:00,042-716-0114,36.332,127.3856,백세성모정형외과의원,763,구,대전,042-716-0119,의원,Y,35311
대전시 동구,동대전로 59-1,2024-09-01 00:00:00,042-635-1711,36.329,127.4412,나상연정형외과의원,764,구,대전,042-628-3600,의원,Y,34604
충남 금산군,금산읍 인삼로 65,2024-09-01 00:00:00,041-751-7555,36.1033,127.4889,하나치과의원,765,군,충남,041-751-7522,의원,Y,32738
충남 부여군,부여읍 성왕로 196,2024-09-01 00:00:00,041-408-7501,36.2819,126.9096,부여이비인후과의원,766,군,충남,041-408-7500,의원,Y,33145
충북 영동군,영동읍 중앙로 43,2024-09-01 00:00:00,043-744-2080,36.1757,127.778,서울더편한치과의원,767,군,충북,043-742-2080,의원,Y,29145
대구시 남구,월배로 474,2024-09-02 00:00:00,053-654-7583,35.8353,128.5564,곽앤신이비인후과의원,768,구,대구,053-638-7582,의원,Y,42760
전남 여수시,좌수영로 319,2024-10-01 00:00:00,061-655-0016,34.7591,127.7107,동인요양병원,769,시,전남,061-640-8105,요양병원,Y,59699
전남 구례군,구례읍 봉동길 7,2024-10-01 00:00:00,061-783-7576,35.2096,127.4684,구례서울의원,770,군,전남,061-783-7575,의원,Y,57639
울산시 남구,"삼산로 266, 5층",2024-09-09 00:00:00,070-4325-0504,35.5388,129.3363,전용진정형외과의원,771,구,울산,052-260-0504,의원,Y,44719
경기도 부천시,"원미구 길주로 243, 302호 제일프라자",2024-09-09 00:00:00,032-327-1352,37.5044,126.7697,명비뇨기과의원,772,시,경기,032-327-1351,의원,Y,14539
경기도 광명시,"오리로 374, 3층 인선빌딩",2024-09-09 00:00:00,02-899-1118,37.4358,126.8797,오이비인후과의원,773,시,경기,02-899-1119,의원,Y,14327
경기도 광명시,"디지털로 25, 3~5층 창덕빌딩",2024-09-09 00:00:00,02-2619-7775,37.4741,126.8702,로하스광명요양병원,774,시,경기,02-2619-0075,요양병원,Y,14239
강원도 춘천시,"퇴계로 188, 3층",2024-09-01 00:00:00,033-262-9887,37.8572,127.7394,안정효내과의원,775,시,강원,033-262-9889,의원,Y,24378
강원도 춘천시,"후석로 355, 2층",2024-09-01 00:00:00,033-256-1927,37.8824,127.7478,하나큐치과의원,776,시,강원,033-256-1928,의원,Y,24256
강원도 춘천시,동면 세실로 252,2024-09-01 00:00:00,033-240-7591,37.8801,127.7564,춘천시노인전문병원,777,시,강원,033-240-7500,요양병원,Y,24216
강원도 원주시,봉화로 31,2024-09-01 00:00:00,033-745-7502,37.3473,127.9284,탑정형외과의원,778,시,강원,1599-7501,의원,Y,26437
경기도 수원시,"영통구 봉영로 1623, 3층",2024-09-01 00:00:00,031-204-1245,37.2559,127.0747,연세내과의원,779,시,경기,031-203-1245,의원,Y,16703
경기도 안양시,"만안구 병목안로 2, 3층",2024-09-01 00:00:00,031-465-1516,37.3999,126.9199,안양더샘찬정형외과의원,780,시,경기,031-465-1358,의원,Y,14001
경기도 군포시,"산본로 323번길 16-6, 5층",2024-09-01 00:00:00,031-393-1011,37.3592,126.9323,서울탑재활의학과의원,781,시,경기,031-393-1000,의원,Y,15865
경기도 평택시,송탄로 410,2024-09-01 00:00:00,031-663-9793,37.0801,127.0582,하나의원,782,시,경기,031-663-9798,의원,Y,17756
경기도 파주시,"경의로 1092, 401호",2024-09-01 00:00:00,031-948-8274,37.7148,126.7601,센트럴제일안과,783,시,경기,031-978-8275,의원,Y,10908
서울시 중랑구,"망우로 203, 201호",2024-09-01 00:00:00,02-6455-0661,37.594,127.0751,권이비인후과의원,784,시,서울,02-438-0660,의원,Y,02116
서울시 마포구,"양화로 61, 두암빌딩 1~2층",2024-09-01 00:00:00,02-6015-5074,37.5508,126.9151,랩이비인후과의원,785,시,서울,02-6015-5075,의원,Y,04037
서울시 서대문구,"수색로 56, 4층",2024-09-01 00:00:00,02-372-5633,37.5711,126.9126,연세장안과의원,786,시,서울,02-372-5677,의원,Y,03791
서울시 강서구,"화곡로 152, 2층",2024-09-01 00:00:00,02-6347-8889,37.5409,126.8387,연세든든내과의원,787,시,서울,02-6347-8880,의원,Y,07715
서울시 성동구,"동호로 102, 3층",2024-09-01 00:00:00,02-2138-2676,37.55,127.0165,베스트서울이비인후과의원,788,시,서울,02-2138-2675,의원,Y,04724
서울시 송파구,"백제고분로 466, 2층",2024-09-01 00:00:00,050-4204-1264,37.5119,127.1136,열린성모이비인후과의원,789,시,서울,02-6413-1004,의원,Y,05631
서울시 양천구,공항대로 630,2024-09-01 00:00:00,050-4446-3569,37.5466,126.8748,서울선정형외과의원,790,시,서울,02-2038-2530,의원,Y,07968
서울시 영등포구,"경인로 841, 4~5층",2024-09-01 00:00:00,070-8233-0834,37.5165,126.9059,영등포열린의원,791,시,서울,02-2676-0832,의원,Y,07305
서울시 은평구,"통일로 742, 4~5층",2024-09-01 00:00:00,02-2038-8273,37.6117,126.9292,연세큰숲내과의원,792,시,서울,02-2038-8270,의원,Y,03358
서울시 강서구,"강서로 254, 401호",2024-09-01 00:00:00,02-2694-2808,37.5483,126.8368,강서이편한치과의원,793,시,서울,02-2694-2804,의원,Y,07691
경남 창원시,성산구 원이대로 595 고운메디컬 3층,2024-10-01 00:00:00,055-285-2797,35.2279,128.6803,제니트비뇨기과의원,794,시,경남,055-285-2727,의원,Y,51436
전남 순천시,팔마로 48,2024-11-01 00:00:00,061-744-7706,34.9462,127.4935,샘연합의원,795,시,전남,061-744-7707,의원,Y,57959
전남 여수시,문수로 84,2024-11-01 00:00:00,061-655-0038,34.7541,127.7044,심병수신경외과의원,796,시,전남,061-655-1700,의원,Y,59713
충남 천안시,서북구 충무로 178,2024-10-01 00:00:00,041-578-0876,36.7943,127.127,삼성비뇨기과의원,797,시,충남,041-578-0875,의원,Y,31175
세종시,조치원읍 조치원로 7,2024-10-01 00:00:00,044-905-3008,36.6014,127.2976,이병진치과의원,798,시,세종,044-862-2812,의원,Y,30023
세종시,한누리대로 273,2024-10-01 00:00:00,044-867-2805,36.4884,127.2565,세종연합비뇨기과의원,799,시,세종,044-867-2800,의원,Y,30127
충북 단양군,단양읍 삼봉로 53,2024-10-01 00:00:00,043-420-3209,36.9815,128.3504,단양군보건의료원,800,군,충북,043-420-7700,의원,Y,27013
