code,cost,date_time,etc,gubun,h_code,incl_drugs,incl_goods,kind,kind_big,kind_mid,kind_small,max_cost,min_cost,name,pid
FZ733,31010,,,SZ01701,N,,,기능 검사료(평형 및 청각 기능검사),행위,검사료,,,,"비디오전기안진검사-비디오 전기 안진검사, 두진(두위안진검사 :Positional test)",156
FZ733,50000,,,SZ01604,N,,,기능 검사료(평형 및 청각 기능검사),행위,검사료,,,,"비디오전기안진검사-비디오 전기 안진검사, 시표추적 (시추적검:Smooth pursuit test)",157
FZ733,31010,,,SZ01702,N,,,기능 검사료(평형 및 청각 기능검사),행위,검사료,,,,"비디오전기안진검사-비디오 전기 안진검사, 주시 (주시안진검사:Gaze nystagmus)",158
FZ733,51800,,,SZ01704,N,,,기능 검사료(평형 및 청각 기능검사),행위,검사료,,,,"비디오전기안진검사-비디오 전기 안진검사, 체위변환(체위변환 , 두위변환검사: Dix-Hallpike test , Positioning test)",159
FZ733,31010,,,SZ01707,N,,,기능 검사료(평형 및 청각 기능검사),행위,검사료,,,,비디오전기안진검사-비디오 전기 온도안진검사 (냉온교대 Caloric test),160
FZ733,27000,,,SZ01708,N,,,기능 검사료(평형 및 청각 기능검사),행위,검사료,,,,비디오전기안진검사-비디오 전기 온도안진검사 (단일:Caloric test),161
FZ733,103500,,,SZ01705,N,,,기능 검사료(평형 및 청각 기능검사),행위,검사료,,,,"비디오전기안진검사/비디오 전기 안진검사, 체위변환 및 이석 정복술(체(두)위변환 및 이석치환술 :Otolith-repositioning procedure)",162
FZ732,50000,,,SZ01710,N,,,기능 검사료(평형 및 청각 기능검사),행위,검사료,,,,비디오전기안진검사시운동성안진및운동후(시운동성안진 및 후안진 검사Optokinetic nystagmus and Optokinetic after-Nystgmus),163
FZ732,50000,,,SZ01710,N,,,기능검사료,행위,검사료,,,,비디오전기안진검사시운동성안진및운동후(시운동성안진 및 후안진 검사Optokinetic nystagmus and Optokinetic after-Nystgmus),164
F6290,671400,,,SF6290,N,Y,Y,기능검사,행위,검사료,,,,수면다원검사,165
EZ796,50000,,급여 인정기준 외 실시한 경우 비급여,SEZ796,N,,,기능검사료(시기능검사),행위,검사료,,,,안구광학단층촬영OCT [편측],166
3Z2610000(심평원코드),860564,,,SZ03200+LWZ0014+SZ08200,N,,,양수염색체검사,행위,검사료,,,,양수염색체검사료,167
FZ689,45000,,,SZ11500,N,,,기능 검사료(신경계기능검사),행위,검사료,,,,언어전반진단검사,168
CZ394,25000,,,LZ00900,N,,,검체검사료,행위,검사료,,,,인플루엔자 A·B 바이러스항원검사 [현장검사],169
CZ977,1000000,,재료대별도산정,SCZ00200,N,,N,내시경 천자 및 생검료,행위,검사료,,,,입체적 유방절제생검술,170
EZ886,25000,,,SZ04700,N,,,,행위,검사료,,,,자궁경부확대촬영검사,171
SZ11201,30000,,,SZ11201,N,,,기능 검사료(신경계기능검사),행위,검사료,,,,자율신경계이상검사(발살바법),172
SZ11200,30000,,,SZ11200,N,,,기능 검사료(신경계기능검사),행위,검사료,,,,자율신경계이상검사(심박변이도검사),173
FY7130000,35000,,,SZ11302,N,N,N,기능검사료(신경계기능검사)-증상 및 행동평가척도-우울척도[신경증우울평가],행위,검사료,,,,신경증 우울평가,174
FY7390000,30000,,,SZ11303,N,N,N,기능검사료(신경계기능검사)-증상및 행동평가척도-기타[한국판성격평가척도(KPAI)],행위,검사료,,,,한국판 성격평가척도,175
EZ776,50000,,,SZ05103,N,,,"기능 검사료(외피, 근골 기능 검사)",행위,검사료,,,,적외선체열진단 [경추 및 상지],176
EZ776,50000,,,SZ05103,N,,,"기능 검사료(외피, 근골 기능 검사)",행위,검사료,,,,적외선체열진단 [경추 및 상지],177
EZ776,50000,,,SZ05109,N,,,"기능 검사료(외피, 근골 기능 검사)",행위,검사료,,,,적외선체열진단 [기타],178
EZ776,50000,,,SZ05101,N,,,"기능 검사료(외피, 근골 기능 검사)",행위,검사료,,,,적외선체열진단 [두부 및 부비동],179
EZ776,50000,,,SZ05104,N,,,"기능 검사료(외피, 근골 기능 검사)",행위,검사료,,,,적외선체열진단 [요천추 및 하지],180
EZ776,100000,,,SZ05110,N,,,"기능 검사료(외피, 근골 기능 검사)",행위,검사료,,,,적외선체열진단 [전신],181
EZ776,50000,,,SZ05108,N,,,"기능 검사료(외피, 근골 기능 검사)",행위,검사료,,,,적외선체열진단 [족부],182
EZ776,50000,,,SZ05105,N,,,"기능 검사료(외피, 근골 기능 검사)",행위,검사료,,,,적외선체열진단 [흉추],183
SZ11202,100000,,,SZ11202,N,,,기능 검사료(신경계기능검사),행위,검사료,,,,정량적 발한 축삭 반사검사,184
EA001,58340,,,SEA001,N,,,"내시경, 천자 및 생검료",행위,검사료,,,,진정내시경 환자관리료Ⅰ,185
EA002,84660,,,SEA002,N,,,"내시경, 천자 및 생검료",행위,검사료,,,,진정내시경 환자관리료Ⅱ,186
EA003,129750,,,SEA003,N,,,"내시경, 천자 및 생검료",행위,검사료,,,,진정내시경 환자관리료Ⅲ,187
EA004,179440,,,SEA004,N,,,"내시경, 천자 및 생검료",행위,검사료,,,,진정내시경 환자관리료Ⅳ,188
EZ919,10000,,,JM0088T,N,,,,행위,검사료,,,,"타액검사[분비율, 점조도, PH, 완충기능검사]",189
CZ425,17276,,Anti GD1b Ab IgG,LWZ0005,N,,,검사료,행위,검사료,,,,항GD1b항체 [IgG],190
CZ425,17276,,Anti GD1b Ab IgM,LWZ0006,N,,,검사료,행위,검사료,,,,항GD1b항체 [IgM],191
CZ261,17275,,Anti GM1 Ab IgG,LWZ0002,N,,,검사료,행위,검사료,,,,항GM1항체 [IgG],192
CZ262,17276,,Anti GM1 Ab IgM,LWZ0003,N,,,검사료,행위,검사료,,,,항GM1항체 [IgM],193
FZ732,90000,,,SZ01709,N,,,기능 검사료(평형 및 청각 기능검사),행위,검사료,,,,"회전검사 [회전의자검사(정현파회전 및 등속회전검사,Rotatory Chair Test)]",194
FZ671,20000,,,SZ09700,N,,,기능검사료,행위,검사료,,,,후각기능검사(인지및역치),195
ABZ010001,,,"병실차액(100,000원) + 병원 등급별 기본입원료/　호스피스,자보(기존)병실차액만 산정/",A2Z00102+A2Z0010201~13,N,,,상급병실료,행위,기본진료료,상급병실차액,342350,195810,1인실 입원료,196
,295810,,"(기존) 병실차액(200,000원) + 각 병원 등급별 기본입원료/호스피스 자보는 (기존)병실차액만 산정","A2Z00101,A2Z0010101-13",N,,,상급병실료,행위,기본진료료,상급병실차액,442350,,특별병실 입원료,197
AZ001,20000,,,HZGT00102,N,,,교육상담료,행위,기본진료료,,,,교육 및 상담료[당뇨병 교육],198
NZ009,,,"Ⅰ:25분이내 , Ⅱ50분 이내","GZ00900,GZ0090001",N,,N,정신요법료,행위,정신요법료,,50000,30000,기타 행동치료-신경발달중재치료Ⅰ-Ⅱ,199
NZ010,,,"Ⅰ:25분이내 , Ⅱ50분 이내","GZ01000,GZ010001",N,N,N,정신요법료,행위,정신요법료,,50000,30000,기타 행동치료-심리적 재활중재치료Ⅰ Ⅱ,200
NZ011,,,"Ⅰ:25분이내 , Ⅱ50분 이내","GZ01100,GZ0110001",N,,,정신요법료,행위,정신요법료,,10000,50000,"기타 행동치료-정신 분석적 정신치료Ⅰ,Ⅱ",201
HF105+HB021,390070,,급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함,RMHF105,N,,,MRI-특수검사,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,Dynamic,202
HI227+HJ227+HB021,513680,,조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함,RMHI22702,N,N,N,복부-복부,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI Abdomen 조영제사용 [테슬라1.5-3.0미만+품질관리적합],203
HI227+HJ227+HB021,544160,,조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함,RMHI2270,N,N,N,복부-복부,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI Abdomen 조영제사용 [테슬라3.0이상+품질관리적합],204
HI127+HJ127+HB021,387700,,급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함,RMHI12702,N,N,N,복부-복부,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI Abdomen　[테슬라1.5-3.0미만+품질관리적합],205
HI127+HJ127+HB021,410620,,급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함,RMHI12703,N,N,N,복부-복부,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI Abdomen　[테슬라3.0이상+품질관리적합],206
HI238+HJ238+HB021,515250,,조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함,RMHI23802,N,N,N,혈관-복부혈관,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI Abdominal Angio 조영제사용[테슬라1.5-3.0미만+품질관리적합],207
HI238+HJ238+HB021,545800,,조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함,RMHI23803,N,N,N,혈관-복부혈관,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI Abdominal Angio 조영제사용[테슬라3.0이상+품질관리적합],208
HI138+HJ138+HB021,388750,,급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함,RMHI13802,N,N,N,혈관-복부혈관,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI Abdominal Angio　[테슬라1.5-3.0미만+품질관리적합],209
HI138+HJ138+HB021,411750,,급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함,RMHI13803,N,N,N,혈관-복부혈관,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI Abdominal Angio　[테슬라3.0이상+품질관리적합],210
HI126+HJ126+HB021,387700,,급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함,RMHI12602,N,N,N,흉부-유방,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI Breast [테슬라1.5-3.0미만+품질관리적합],211
HI226+HJ226+HB021,513720,,조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함,RMHI22602,N,N,N,흉부-유방,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI Breast 조영제사용 [테슬라1.5-3.0미만+품질관리적합],212
HI126+HJ126+HB021,410620,,급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함,RMHI12603,N,N,N,흉부-유방,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI Breast　[테슬라3.0이상+품질관리적합],213
HI226+HJ226+HB021,544190,,조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함,RMHI22603,N,N,N,흉부-유방,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI Breast　조영제사용 [테슬라3.0이상+품질관리적합],214
HI125+HJ125+HB021,387700,,급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함,RMHI12502,N,N,N,흉부-흉부,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI Chest [테슬라1.5-3.0미만+품질관리적합],215
HI225+HJ225+HB021,513720,,조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함,RMHI22502,N,N,N,흉부-흉부,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI Chest 조영제사용 [테슬라1.5-3.0미만+품질관리적합],216
HI225+HJ225+HB021,544190,,조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함,RMHI22503,N,N,N,흉부-흉부,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI Chest 조영제사용 [테슬라3.0이상+품질관리적합],217
HI125+HJ125+HB021,410620,,급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함,RMHI12503,N,N,N,흉부-흉부,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI Chest　[테슬라3.0이상+품질관리적합],218
HI233+HJ233+HB021,513680,,급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함,RMHI23302,N,Y,Y,복부-담췌관,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI Cholangiogram 조영제사용[테슬라1.5-3.0미만+품질관리적합] +도타렘조영제 포함,219
HI233+HJ233+HB021,544160,,급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함,RMHI23303,N,Y,Y,복부-담췌관,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI Cholangiogram 조영제사용[테슬라3.0이상+품질관리적합]+도타렘조영제 포함,220
HI133+HJ133+HB021,387700,,급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함,RMHI13302,N,N,N,복부-담췌관,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI Cholangiogram　[테슬라1.5-3.0미만+품질관리적합],221
HI133+HJ133+HB021,410620,,급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함,RMHI13303,N,N,N,복부-담췌관,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI Cholangiogram　[테슬라3.0이상+품질관리적합],222
HI230+HJ230+HB021,513680,,조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함,RMHI23002,N,N,N,복부-신장 및 부신,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI Kidney and Adrenal 조영제사용 [테슬라1.5-3.0미만+품질관리적합],223
HI230+HJ230+HB021,544160,,조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함,RMHI23003,N,N,N,복부-신장 및 부신,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI Kidney and Adrenal 조영제사용 [테슬라3.0이상+품질관리적합],224
HI130+HJ130+HB021,387700,,급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함,RMHI13002,N,N,N,복부-신장 및 부신,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI Kidney and Adrenal　[테슬라1.5-3.0미만+품질관리적합],225
HI130+HJ130+HB021,410620,,급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함,RMHI13003,N,N,N,복부-신장 및 부신,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI Kidney and Adrenal　[테슬라3.0이상+품질관리적합],226
HI132+HJ132+HB021,387700,,급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함,RMHI13202,N,N,N,복부-간,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI Liver　[테슬라1.5-3.0미만+품질관리적합],227
HI132+HJ132+HB021,410620,,급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함,RMHI13203,N,N,N,복부-간,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI Liver　[테슬라3.0이상+품질관리적합],228
